customer_id,age,income,education_level,employment_status,credit_score,loan_amount,loan_term,interest_rate,monthly_payment,city,loan_purpose,application_date,debt_to_income,loan_approved
26,36,89267.86612972198,High School,Self-Employed,601.0,8410.16379210853,12,7.520810020726119,61.84815641004821,Phoenix,Home,2022-01-03 00:42:14.611217601,0.008314054195516032,1
27,21,42645.151742113616,Bachelor,Self-Employed,593.0,8652.315629555358,12,3.7322900348135892,26.614704123911164,New York,Education,2022-01-03 02:39:07.995666305,0.007489161990049581,0
28,39,31368.301061450788,Bachelor,Employed,602.0,36804.67705714585,36,9.56932123697038,260.1971797159541,Phoenix,Business,2022-01-03 04:36:01.380115009,0.0995388991732356,0
29,27,50618.20250154978,High School,Self-Employed,710.0,3027.642098853027,12,7.3427551514251865,17.475498655814302,Houston,Home,2022-01-03 06:32:54.764563713,0.0041428966953805015,0
30,31,17688.061714277428,High School,Employed,645.0,3959.475046540295,24,7.227459865025327,20.863645667990657,Phoenix,Business,2022-01-03 08:29:48.149012417,0.014154391366341716,1
31,27,10081.159902760346,Bachelor,Employed,748.0,31800.61537909473,36,6.568353982167153,173.09754616232095,Los Angeles,Car,2022-01-03 10:26:41.533461121,0.20604479781925655,1
32,57,47932.23638098897,Bachelor,Employed,696.0,81131.79719683745,60,8.349380454863459,440.9137934353003,Philadelphia,Home,2022-01-03 12:23:34.917909825,0.11038428249348538,1
33,34,13318.758862291872,High School,Employed,653.0,3202.4886770668145,12,10.444210763266266,30.070614963917905,Philadelphia,Car,2022-01-03 14:20:28.302358529,0.027093168612628577,0
34,22,4164.467037327558,High School,Employed,687.0,23503.45097918288,36,6.148417368341431,135.43192652923298,Houston,Personal,2022-01-03 16:17:21.686807233,0.3902499656699687,1
35,44,27.716910114429872,High School,Employed,769.0,6834.237600605439,60,7.641662491385764,45.147788233737806,Houston,Car,2022-01-03 18:14:15.071255938,19.546675894539835,1
36,20,46865.428540558554,Bachelor,Employed,715.0,652.3839054920044,24,7.860815592615184,4.3238031117875755,Chicago,Business,2022-01-03 20:11:08.455704642,0.0011071196606374297,1
37,37,22482.511289023118,PhD,Unemployed,678.0,44634.64402296176,24,8.16471893721077,300.6550640059037,Chicago,Business,2022-01-03 22:08:01.840153346,0.1604741001434457,0
38,11,69779.0616815494,High School,Self-Employed,692.0,17762.654701536543,48,6.417084108582565,93.01868046427279,Chicago,Car,2022-01-04 00:04:55.224602050,0.015996548802352545,0
39,19,23514.29531915711,High School,Employed,534.0,604.4986128472167,60,9.852382989490296,4.740593572473125,Los Angeles,Home,2022-01-04 02:01:48.609050754,0.0024192569710278127,1
40,37,33276.93610920786,High School,Employed,907.0,56453.035938425375,60,8.532231175004577,362.94229736306386,Phoenix,Home,2022-01-04 03:58:41.993499458,0.13088066623872968,1
41,43,26135.2091681899,High School,Unemployed,702.0,19179.81490054102,60,7.818301523316871,111.36253290001675,Los Angeles,Business,2022-01-04 05:55:35.377948162,0.05113218670645732,1
42,37,52573.28673993926,Bachelor,Employed,712.0,33396.43773294475,24,9.516356007176901,270.3672801539069,New York,Business,2022-01-04 07:52:28.762396866,0.06171208921929828,0
43,33,22013.633315698215,Master,Self-Employed,647.0,13769.707116556116,48,8.1911912895989,96.6593600322705,New York,Education,2022-01-04 09:49:22.146845570,0.05269063510565959,1
44,31,165890.145560677,High School,Self-Employed,420.0,5110.598808037352,24,6.433915296794934,24.83809655640067,Chicago,Home,2022-01-04 11:46:15.531294274,0.001796714070443617,1
45,17,137558.57513029818,Bachelor,Employed,623.0,15664.017656849504,36,9.198152420362668,110.24427580482033,Los Angeles,Education,2022-01-04 13:43:08.915742978,0.009617221670148425,1
46,26,94202.91725503046,High School,Employed,,8480.432286822012,60,8.820573010774284,56.6480821822457,Los Angeles,Business,2022-01-04 15:40:02.300191682,0.007216092728281704,1
47,29,126474.45440409599,Master,Retired,567.0,8800.55315566794,60,3.648478241738447,24.116029004476506,Philadelphia,Business,2022-01-04 17:36:55.684640386,0.002288148617973764,1
48,47,29813.701002274094,Bachelor,Retired,566.0,25812.056270949175,48,10.985325233854017,217.69607540789426,Chicago,Education,2022-01-04 19:33:49.069089090,0.08762256335419306,1
49,39,38439.93682557319,High School,Employed,616.0,2470.0974072820773,48,5.385728647327314,9.944711368969351,New York,Home,2022-01-04 21:30:42.453537794,0.0031044935627532145,1
50,13,67757.73221800698,Master,Employed,727.0,12646.554556858766,60,8.50594529833796,92.10959529180325,Chicago,Home,2022-01-04 23:27:35.837986498,0.016312752911289075,0
51,38,59560.38545328977,High School,Employed,775.0,19777.01663209848,24,7.5120155614187105,128.34991079495742,Chicago,Business,2022-01-05 01:24:29.222435202,0.02585945201357688,1
52,30,110673.15356831053,Bachelor,Employed,667.0,30934.575058612816,48,8.930069546007937,174.41348207201543,Phoenix,Personal,2022-01-05 03:21:22.606883907,0.0189111967752175,1
53,26,62997.36547900266,Master,Self-Employed,593.0,25052.974497212093,60,7.221729025161961,165.48618518999305,Phoenix,Personal,2022-01-05 05:18:15.991332611,0.031522496332672914,0
54,42,307928.1261276022,High School,Unemployed,613.0,54343.05185014935,36,9.222353409258895,380.86028220063406,Chicago,Business,2022-01-05 07:15:09.375781315,0.01484217581512419,0
55,47,21424.339236549276,Bachelor,Employed,659.0,121938.5269750576,48,11.768291395043349,907.60671374503,Chicago,Personal,2022-01-05 09:12:02.760230019,0.5083601619955758,1
56,46,89487.39735661632,Master,Employed,671.0,69284.1064110151,12,7.251423310802251,452.66939474215513,Los Angeles,Business,2022-01-05 11:08:56.144678723,0.06070165070572633,1
57,24,59805.98980887557,PhD,Unemployed,693.0,36114.23324819857,36,7.5241998609812715,226.70384157245172,Phoenix,Home,2022-01-05 13:05:49.529127427,0.04548785343346479,0
58,31,58783.27082703758,Bachelor,Employed,606.0,28960.27191469321,60,6.748982560298294,165.70421607816417,Phoenix,Home,2022-01-05 15:02:42.913576131,0.03382681101207752,0
59,38,19714.06366261365,High School,Employed,702.0,901.8654693717643,48,9.29148879526247,7.176286545567885,Houston,Personal,2022-01-05 16:59:36.298024835,0.004368223620487062,1
60,46,76996.01050012224,Bachelor,Employed,695.0,19062.367838123195,48,7.84828623941738,131.80930433366595,Chicago,Personal,2022-01-05 18:56:29.682473539,0.02054277412206286,0
61,29,115317.62019413739,Bachelor,Employed,610.0,27245.04794088421,24,8.797224125489583,197.46590398005185,Philadelphia,Home,2022-01-05 20:53:23.066922243,0.020548384919593488,1
62,32,12330.107097309648,Bachelor,Unemployed,,13315.708284486824,60,5.575673463769203,65.21674183186026,Houston,Car,2022-01-05 22:50:16.451370947,0.06347073028693172,1
63,21,49107.75152221248,Master,Self-Employed,561.0,12145.058874852704,12,8.644327150719558,97.05370817039203,Chicago,Car,2022-01-06 00:47:09.835819651,0.023716103098670907,1
64,20,24890.109000036027,High School,Employed,806.0,19550.907066101317,60,4.031908833912199,68.01343986718688,Philadelphia,Education,2022-01-06 02:44:03.220268355,0.03279058675094838,1
65,44,228048.66724910986,High School,Employed,480.0,59282.28542275361,48,9.772086742281852,467.1318173308688,Philadelphia,Education,2022-01-06 04:40:56.604717059,0.024580638315448457,1
66,51,32584.219889258588,Bachelor,Employed,781.0,7559.010831633755,48,6.857218900022849,41.85988096338525,Phoenix,Personal,2022-01-06 06:37:49.989165763,0.015416007296409533,1
67,34,12959.277394021454,PhD,Employed,477.0,12731.289125874255,12,7.499209484384198,71.3628100777689,Los Angeles,Education,2022-01-06 08:34:43.373614467,0.06608036041641421,0
68,47,24051.82340789365,Bachelor,Unemployed,572.0,26467.089403869355,36,8.813694265532853,189.88547710181246,Philadelphia,Car,2022-01-06 10:31:36.758063171,0.09473816960064321,1
69,39,53042.47657590815,PhD,Employed,612.0,5145.095797415244,60,5.854902126997128,27.10175365132419,Chicago,Business,2022-01-06 12:28:30.142511876,0.006131332185262357,0
70,27,3956.9967129075767,Master,Self-Employed,828.0,45030.640381364974,60,5.929853834802726,196.26286499382454,Chicago,Business,2022-01-06 14:25:23.526960580,0.595187348082314,1
71,39,46266.81603442425,Master,Employed,652.0,27420.387939823006,60,14.488305482111972,347.6213244713962,Chicago,Car,2022-01-06 16:22:16.911409284,0.09016085936306993,1
72,53,133845.5735299269,Master,Employed,628.0,10856.726939239126,24,8.458665590965765,69.2945848047035,Houston,Business,2022-01-06 18:19:10.295857988,0.006212644884147153,1
73,34,94977.07493856072,Master,Employed,556.0,32018.377064650227,12,10.821617831070668,292.34082644350406,Houston,Education,2022-01-06 20:16:03.680306692,0.03693617559386179,1
74,53,3503.612153767297,Master,Employed,702.0,8189.922288962677,36,6.857439812491654,46.70002606696422,Chicago,Personal,2022-01-06 22:12:57.064755396,0.1599493003816059,1
75,3,250957.66401069565,Bachelor,Employed,598.0,37231.543203296875,60,8.055808241978859,259.7751691041144,Los Angeles,Car,2022-01-07 00:09:50.449204100,0.012421625143580056,1
76,44,59986.9097649096,High School,Employed,,1832.770216248712,36,6.667368549186662,10.654474072061545,New York,Home,2022-01-07 02:06:43.833652804,0.0021313598144295275,1
77,36,8853.617360468934,High School,Employed,614.0,13910.920602720467,36,11.95779387502486,151.92791255725132,New York,Home,2022-01-07 04:03:37.218101508,0.2059197813119013,1
78,31,624.690641193576,High School,Retired,721.0,7583.055539661204,36,9.14393748357435,53.908673272952186,Phoenix,Personal,2022-01-07 06:00:30.602550212,1.0355591017650077,1
79,36,9393.8059199421,High School,Employed,726.0,42415.83093308665,48,7.592253828839126,305.49796262255927,Houston,Business,2022-01-07 07:57:23.986998916,0.3902545552583981,1
80,11,91062.27319789973,High School,Employed,560.0,34933.5857403209,60,9.820520372419628,231.10923890483718,Los Angeles,Home,2022-01-07 09:54:17.371447620,0.030455102530012507,1
81,32,1093.8444266709553,Master,Employed,587.0,46107.08230927675,60,6.829407330996093,302.75748685213694,Phoenix,Home,2022-01-07 11:51:10.755896324,3.321395395579897,1
82,39,13273.027385623414,Bachelor,Employed,577.0,26357.449017596107,60,5.216329050605554,112.12482450734147,Chicago,Car,2022-01-07 13:48:04.140345028,0.10137083688574802,1
83,52,70797.61105235861,High School,Employed,668.0,39657.98267007563,12,11.35477411756079,456.0363909923121,Chicago,Business,2022-01-07 15:44:57.524793732,0.07729691172574434,0
84,28,44107.81678646722,Bachelor,Employed,740.0,14441.425699846508,24,7.906399096363325,102.5365972229486,Phoenix,Business,2022-01-07 17:41:50.909242436,0.027896170255538377,1
85,25,76332.03709513959,Bachelor,Employed,669.0,28334.5515053117,24,9.433817556028458,243.52797564192292,Chicago,Personal,2022-01-07 19:38:44.293691140,0.03828452402050663,1
86,28,68550.68611664133,High School,Employed,430.0,790.3026980461889,24,7.816389547827845,5.218764232201397,Los Angeles,Car,2022-01-07 21:35:37.678139845,0.000913560087201139,1
87,45,2596.3266958485638,Master,Employed,725.0,53158.00613964958,24,9.500095566489062,416.693277348602,Houston,Personal,2022-01-07 23:32:31.062588549,1.92592070026417,0
88,38,111518.53305941222,High School,Employed,515.0,28861.60826482943,48,3.636073310686281,92.93548901468861,Houston,Education,2022-01-08 01:29:24.447037253,0.01000036350533879,1
89,28,12875.870700705917,Bachelor,Self-Employed,578.0,50265.88929890154,12,6.511982549487286,237.23512592351756,Phoenix,Personal,2022-01-08 03:26:17.831485957,0.221097398168664,0
90,41,40303.75061670664,High School,Self-Employed,669.0,36835.429166415124,12,3.9511971806987525,121.64503297336036,Phoenix,Education,2022-01-08 05:23:11.215934661,0.036218475286893904,0
91,36,51681.7152171505,Bachelor,Unemployed,641.0,8435.00050492728,48,12.663643231056348,98.62426835580312,Houston,Business,2022-01-08 07:20:04.600383365,0.02289961188975589,1
92,46,9233.90922615745,Master,Employed,737.0,7966.601723257323,60,8.873930144667526,54.272141199826414,New York,Personal,2022-01-08 09:16:57.984832069,0.07052979171086472,1
93,26,186969.19341057324,High School,Retired,588.0,40190.83573402524,48,7.676568127411356,288.2382405894428,Houston,Car,2022-01-08 11:13:51.369280773,0.01849961923661865,1
94,31,33486.765103809266,PhD,Self-Employed,553.0,5105.260238379441,24,6.38675169528279,31.57387978072398,Houston,Home,2022-01-08 13:10:44.753729477,0.011314516531953329,1
95,30,2968.5386143313813,High School,Unemployed,618.0,2931.9253659651304,12,11.321395105090694,21.155276192996524,Phoenix,Car,2022-01-08 15:07:38.138178181,0.08551794242809174,0
96,17,138439.4334022793,Bachelor,Employed,747.0,378.9121609568485,48,12.936611866906041,3.713414056112368,Philadelphia,Home,2022-01-08 17:04:31.522626885,0.0003218806056787484,1
97,38,44126.82393817196,Master,Employed,712.0,8860.795323789185,24,9.322512064154076,70.3593162073185,Chicago,Home,2022-01-08 19:01:24.907075589,0.01913375401027784,1
98,38,60064.353703414796,Master,Unemployed,,2613.6059606021204,24,9.093682031615144,19.523610038512672,Houston,Personal,2022-01-08 20:58:18.291524293,0.0039005384394710054,1
99,35,37240.531375877865,High School,Self-Employed,782.0,40447.65797171332,36,9.183317189551447,272.3364716232562,Philadelphia,Car,2022-01-08 22:55:11.675972997,0.08775486113487385,1
100,32,90011.14559979085,High School,Employed,764.0,16567.575132320366,60,7.20288824259862,96.22889653878335,Phoenix,Business,2022-01-09 00:52:05.060421701,0.012828930803743522,1
101,18,1684.740489992664,Bachelor,Employed,728.0,7276.033516789769,60,8.107575308183591,53.96544638514479,Houston,Car,2022-01-09 02:48:58.444870405,0.38438285330493677,1
102,29,15624.589555545119,High School,Employed,532.0,23038.043380662588,60,3.946158289322171,85.24414705238274,Los Angeles,Home,2022-01-09 04:45:51.829319109,0.06546922471096582,1
103,30,31710.750697751333,Bachelor,Employed,728.0,1823.7427721600593,12,5.946660511395024,10.109411352716332,Chicago,Business,2022-01-09 06:42:45.213767814,0.003825609093549416,0
104,25,3984.8342609698625,Bachelor,Unemployed,629.0,32376.74483671806,12,9.43377026400542,230.01550703417107,Phoenix,Business,2022-01-09 08:39:38.598216518,0.6926727446220701,0
105,33,61192.90553752893,Bachelor,Employed,610.0,17398.428970380046,12,7.882895219615616,120.12886308890475,Los Angeles,Education,2022-01-09 10:36:31.982665222,0.023557409872992104,1
106,39,25016.00123761487,High School,Employed,581.0,162.43579740479927,12,11.496332018437847,1.7030333588290865,Los Angeles,Education,2022-01-09 12:33:25.367113926,0.0008169331345898801,1
107,57,,Bachelor,Unemployed,,9612.79743183933,24,5.505997082608346,46.269182111253436,Phoenix,Education,2022-01-09 14:30:18.751562630,0.03487931098308229,1
108,37,169.228400114166,Master,Employed,587.0,34676.60377223026,60,11.193871590614009,352.49043432694737,Phoenix,Home,2022-01-09 16:27:12.136011334,24.99512616717865,1
109,38,63617.99149550668,Bachelor,Employed,666.0,5209.919611274706,12,7.0267874273242406,31.782687224385356,Philadelphia,Education,2022-01-09 18:24:05.520460038,0.005995037531475069,1
110,34,89730.97040973825,Bachelor,Self-Employed,632.0,81673.60671695977,60,6.95483627575401,450.6323194637342,Los Angeles,Business,2022-01-09 20:20:58.904908742,0.060264452829075166,0
111,11,25129.691216120755,High School,Employed,672.0,56735.80541525216,24,6.955265880859533,305.09757799046236,Phoenix,Personal,2022-01-09 22:17:52.289357446,0.14569104349109147,0
112,34,41530.65539863341,High School,Employed,705.0,37653.8457663888,12,6.641574539035151,229.06751528024333,Los Angeles,Car,2022-01-10 00:14:45.673806150,0.06618749829441341,0
113,35,12918.24431804747,High School,Unemployed,620.0,2045.1245318645065,36,10.064078984921785,16.247669428697993,New York,Education,2022-01-10 02:11:39.058254854,0.015092765575890968,1
114,64,48669.20469328337,Bachelor,Self-Employed,576.0,10917.598641565426,48,7.1100207865413605,64.50836727880923,Chicago,Car,2022-01-10 04:08:32.442703558,0.015905343270434438,1
115,32,610.5859381419745,High School,Self-Employed,449.0,8852.575821656712,12,3.856040558899741,30.736447903692277,New York,Home,2022-01-10 06:05:25.827152262,0.6040711909722111,0
116,38,33534.452846032196,Bachelor,Employed,727.0,3701.635933475761,12,9.25978526249816,27.304014088293762,Philadelphia,Business,2022-01-10 08:02:19.211600966,0.009770493962250305,1
117,34,51670.09554768345,Bachelor,Employed,657.0,196810.89645319525,36,9.372696059552576,1643.647820234246,Los Angeles,Home,2022-01-10 09:59:12.596049670,0.38172512811804227,1
118,20,125168.87343333967,Bachelor,Self-Employed,,3980.686307535244,24,8.204631894941237,27.052636282538003,Philadelphia,Personal,2022-01-10 11:56:05.980498374,0.0025935492306187677,1
119,48,24009.633452861577,High School,Employed,767.0,9470.368130386865,48,8.620371929413247,76.09218267326229,Phoenix,Home,2022-01-10 13:52:59.364947078,0.03803082599623441,1
120,44,72448.97334728163,Bachelor,Employed,521.0,53036.07507237746,24,8.401608812828721,426.9612973068489,Houston,Education,2022-01-10 15:49:52.749395783,0.07071922942403473,1
121,44,45526.24803917357,Bachelor,Employed,655.0,3898.3798013535834,36,10.233751211679284,29.55888975646173,Chicago,Business,2022-01-10 17:46:46.133844487,0.007791256524638917,1
122,24,130873.08910411435,High School,Employed,553.0,15849.70124616208,12,12.118776115804407,148.3394046923677,Phoenix,Personal,2022-01-10 19:43:39.518293191,0.013601519368831428,1
123,51,25406.269937806508,High School,Employed,715.0,92921.82167587648,48,5.574013746925648,502.4414459416531,Phoenix,Education,2022-01-10 21:40:32.902741895,0.23731533066677268,0
124,18,19216.649122350263,Bachelor,Employed,427.0,7101.830902412303,24,13.21181603984692,76.25267819572183,Los Angeles,Car,2022-01-10 23:37:26.287190599,0.04761663349956354,1
125,42,109081.24380488628,High School,Employed,730.0,30355.479403145768,12,11.973139373850255,334.81314858446655,Los Angeles,Car,2022-01-11 01:34:19.671639303,0.036832709665468845,1
126,61,2524.912179278619,High School,Retired,726.0,2085.6176482086103,60,7.782696892055862,12.965321282173795,Chicago,Education,2022-01-11 03:31:13.056088007,0.061619511626157496,0
127,23,7331.433316356805,High School,Employed,557.0,22961.82410832641,36,9.248177254218469,162.35744538295512,Philadelphia,Education,2022-01-11 05:28:06.440536711,0.265744672361505,1
128,28,4299.927299301303,High School,Employed,656.0,10351.90946369385,24,11.768524507041487,106.44175310979081,Los Angeles,Car,2022-01-11 07:24:59.824985415,0.2970517751602542,0
129,36,92610.5039679984,PhD,Employed,559.0,30063.057422788326,60,10.181324118036875,245.31892188070964,Chicago,Personal,2022-01-11 09:21:53.209434119,0.03178718327227499,0
130,28,533.2041558873239,Bachelor,Employed,692.0,14180.05000318665,24,9.956491320127846,116.0803140023484,Houston,Business,2022-01-11 11:18:46.593882823,2.612439818122011,0
131,16,98901.0147170035,Bachelor,Self-Employed,732.0,8881.136530356547,24,11.27007282357128,80.3687980573031,Houston,Car,2022-01-11 13:15:39.978331527,0.009751422464645642,1
132,35,30007.237202058335,Master,Unemployed,549.0,19741.886241728032,60,4.729980860415973,59.04126555196195,Philadelphia,Car,2022-01-11 15:12:33.362780231,0.023610810347276637,0
133,22,201.67010475493183,Bachelor,Self-Employed,520.0,3761.4725310770923,36,6.260016156139949,18.989240135737106,Houston,Business,2022-01-11 17:09:26.747228935,1.129918992731979,1
134,40,25678.567592488234,Bachelor,Self-Employed,759.0,42108.343227926634,36,8.142143213711634,319.55634031490933,New York,Business,2022-01-11 19:06:20.131677639,0.1493337223724532,0
135,23,10338.961573489656,High School,Self-Employed,844.0,34728.39906435676,60,11.11984538755058,272.8561320807366,Houston,Education,2022-01-11 21:03:13.516126343,0.3166926931389774,1
136,53,48961.59147490404,Bachelor,Employed,699.0,19684.697747301063,36,12.946034773391824,239.76081423958522,Chicago,Home,2022-01-11 23:00:06.900575047,0.05876299532358413,1
137,25,56871.62532929263,High School,Employed,706.0,11434.029127912398,48,10.204011496232589,88.22855666039212,Los Angeles,Business,2022-01-12 00:57:00.285023752,0.018616360510086978,1
138,31,33425.41826644103,Bachelor,Employed,616.0,61694.20706185588,48,7.220437267952631,390.8462974497063,Houston,Business,2022-01-12 02:53:53.669472456,0.14031703453971048,1
139,44,2068.1656669921863,High School,Employed,668.0,25159.379739309745,12,8.335601146766674,183.05810349304664,Houston,Home,2022-01-12 04:50:47.053921160,1.0621476204618083,0
140,20,53374.406151282325,High School,Employed,685.0,8379.83100654988,60,6.690058242751789,44.97984419827515,Philadelphia,Home,2022-01-12 06:47:40.438369864,0.010112677016947647,1
141,37,92270.28709722869,High School,Employed,631.0,41088.91072852643,48,7.099434772501415,211.82112340623928,Philadelphia,Home,2022-01-12 08:44:33.822818568,0.02754790909229993,1
142,50,63706.22401380427,High School,Employed,784.0,25197.79760515592,24,6.675955020705658,129.80821613618238,Chicago,Education,2022-01-12 10:41:27.207267272,0.024451277999095605,0
143,15,88585.46685033983,Master,Employed,667.0,3395.854379766393,36,9.885118202514176,24.359319543709606,Phoenix,Personal,2022-01-12 12:38:20.591715976,0.0032997719029732014,1
144,37,11189.032933130587,High School,Employed,680.0,3032.540470024976,48,9.566376808952898,23.869212405588783,Phoenix,Car,2022-01-12 14:35:13.976164680,0.025599222969390687,1
145,38,109860.80171405275,Master,Employed,633.0,69557.90479939754,48,11.154766944756126,663.177139932604,New York,Car,2022-01-12 16:32:07.360613384,0.0724382632843402,1
146,44,19444.667859713118,Bachelor,Self-Employed,643.0,8488.843829845026,60,9.0867883466685,66.35288629589776,Houston,Personal,2022-01-12 18:29:00.745062088,0.040948739330254655,0
147,20,,Bachelor,Employed,771.0,27227.635511276865,24,7.529993270185366,155.32807937391934,Chicago,Personal,2022-01-12 20:25:54.129510792,2.762315021966581,1
148,19,92700.35764223976,High School,Retired,664.0,927.8540370543041,48,9.74306316507646,6.983286498442639,Chicago,Home,2022-01-12 22:22:47.513959496,0.0009039818196249083,1
149,41,142211.771858289,Master,Self-Employed,666.0,20326.546108359158,24,11.526064231442803,159.60347621022,Los Angeles,Home,2022-01-13 00:19:40.898408200,0.013467532887721402,1
150,38,53291.5067897934,High School,Employed,668.0,6570.79006931688,36,10.076671203650019,48.98045933116536,Chicago,Home,2022-01-13 02:16:34.282856904,0.011029253015727367,1
151,38,13161.613033483818,Bachelor,Employed,613.0,3759.710340445894,36,11.869335387942776,38.57906108299616,Chicago,Education,2022-01-13 04:13:27.667305608,0.03517416382157632,1
152,39,14500.536702877898,Bachelor,Employed,509.0,37125.6033466007,36,9.172749300402852,225.52649393424323,Philadelphia,Personal,2022-01-13 06:10:21.051754312,0.18663570753721137,1
153,26,31423.5153342671,Bachelor,Unemployed,807.0,41458.17576079999,12,4.9382817633683604,174.41129638044794,Houston,Personal,2022-01-13 08:07:14.436203016,0.06660411905866703,1
154,37,114056.38765755406,High School,Employed,756.0,31400.27640897578,60,10.628864106972742,281.64233955310743,Chicago,Education,2022-01-13 10:04:07.820651721,0.02963190527114198,1
155,38,8102.284789088029,Bachelor,Employed,774.0,281.2472126368903,36,10.520479936614915,2.103348633622158,Philadelphia,Personal,2022-01-13 12:01:01.205100425,0.003115193338730674,1
156,26,87427.43334915656,Master,Employed,542.0,8383.644330500167,12,12.761295849467668,94.98285200795755,New York,Home,2022-01-13 13:57:54.589549129,0.013037031746586056,1
157,57,17216.34681765263,Master,Employed,794.0,11194.75526340867,12,6.553623960442896,55.3618236519599,Phoenix,Home,2022-01-13 15:54:47.973997833,0.03858785437235394,0
158,40,620990.1771212504,Master,Self-Employed,846.0,29348.23517663151,60,9.100970872423275,232.7986714981719,Houston,Home,2022-01-13 17:51:41.358446537,0.03379367829957086,1
